,Media Source,Tweet,DateTime,Tweets Ago,Compound,Positive,Neutral,Negative
415,@BBC,RT @bbcthree: Four years since @BBCSimonMcCoy used a pack of A4 paper instead of an iPad. https://t.co/XI0cyuqU1L,2017-09-19 12:07:52+00:00,16,0.0,0.0,1.0,0.0
416,@BBC,RT @BBCTheOneShow: Veteran Stuart on importance of the #invictusgames for recovery from injuries sustained in Afghanistan @weareinvictus #T…,2017-09-19 12:05:48+00:00,17,0.3612,0.128,0.872,0.0
417,@BBC,"RT @BBCNewsEnts: French and Saunders are back!
https://t.co/hyAscMoP9N",2017-09-19 12:05:11+00:00,18,0.0,0.0,1.0,0.0
418,@BBC,"?? Surprising, insightful &amp; entertaining #DesertIslandDiscs admissions from the silver screen’s biggest names. ?… https://t.co/ZiLSPmP6nt",2017-09-19 12:00:06+00:00,19,0.6124,0.278,0.722,0.0
419,@BBC,"RT @bbcworldservice: Electric cars were more popular in the late 1800s than gasoline vehicles, especially with women. ? https://t.co/v3H364…",2017-09-19 11:48:32+00:00,20,0.4754,0.154,0.846,0.0
420,@BBC,"RT @bbcpress: ? #AntiquesRoadshow celebrates its 40th anniversary. Interviews, top finds, fascinating facts and more: https://t.co/EkplgRsx…",2017-09-19 11:47:47+00:00,21,0.8402,0.429,0.571,0.0
421,@BBC,Benedict Cumberbatch has everything going for him. Yet the Sherlock star says he's his own worst critic.… https://t.co/kaVYCKywVU,2017-09-19 11:40:03+00:00,22,-0.6249,0.0,0.806,0.194
422,@BBC,See how @ILMLondon bring an alien to life with new facial &amp; performance capture technology. Via @BBCClick. https://t.co/CHaXkjeVbc,2017-09-19 11:26:01+00:00,23,0.0,0.0,1.0,0.0
423,@BBC,No harm done - but this little koala might stick to the trees from now on after hitching a 16km ride on a car axle.… https://t.co/0mTp0l24Ta,2017-09-19 11:01:05+00:00,24,-0.431,0.0,0.845,0.155
424,@BBC,? @AChrisEvans gave #Morrissey's brand new track #SpentTheDayInBed a spin this morning. Listen here.?… https://t.co/9gEHtfjwor,2017-09-19 09:23:49+00:00,25,0.0,0.0,1.0,0.0
425,@BBC,RT @bbccomedy: Can the awesome cast of #UpstartCrow guess the real Shakespeare from the Fakespeare? @WhelanGemma @spendals @noelfielding11…,2017-09-19 09:12:08+00:00,26,0.6249,0.194,0.806,0.0
426,@BBC,"RT @BBCArchive: Arrrr, me hearties! It's #InternationalTalkLikeAPirateDay so ye better be followin' arr handy guide... #internationalspeakl…",2017-09-19 09:04:03+00:00,27,0.5378,0.188,0.812,0.0
427,@BBC,Schizophrenia does not mean you have a split personality. Have we all been getting the wrong impression?… https://t.co/j558qdERyY,2017-09-19 07:57:03+00:00,28,-0.4767,0.0,0.838,0.162
428,@BBC,"RT @BBCRadio3: Did you know Magnolia trees evolved before bees or butterflies? 
https://t.co/qtZA77pzTD https://t.co/XDLhRMPr9J",2017-09-19 07:56:09+00:00,29,0.0,0.0,1.0,0.0
429,@BBC,"RT @bbcasiannetwork: Here's the moment @CraigDavid filled @HarpreetUK in on his love of Bhangra!
? to the full interview: https://t.co/4BEw…",2017-09-19 07:55:50+00:00,30,0.6696,0.2,0.8,0.0
430,@BBC,RT @bbcworldservice: One of nature's greatest art works has been given a make-over. https://t.co/0AUuPGgMSz ? https://t.co/AwgcPD6MsU,2017-09-19 07:55:35+00:00,31,0.6369,0.244,0.756,0.0
431,@BBC,"RT @BBCScotland: ""there's absolutely no road here, nothing..."" The walk to Strathchailleach bothy #BothyLife on @BBCiPlayer - https://t.co/…",2017-09-19 07:53:01+00:00,32,-0.3597,0.0,0.865,0.135
432,@BBC,'So fit &amp; so good! See their hands?' The reactions from these tribespeople seeing Morris dancing for the first time… https://t.co/c3RwitYnVG,2017-09-19 07:40:05+00:00,33,0.7413,0.248,0.752,0.0
433,@BBC,? Scientists have discovered that tattoo ink enters the bloodstream and travels to vital organs. ?… https://t.co/XbVsZ2ik9d,2017-09-19 07:23:04+00:00,34,0.296,0.128,0.872,0.0
434,@BBC,? A 13-year-old harp prodigy has become one of the youngest associate members of the Royal Schools of Music &amp;… https://t.co/lBgoEbVeFa,2017-09-19 07:01:05+00:00,35,0.0,0.0,1.0,0.0
435,@BBC,?? How Magnum Photos told the story of cinema. https://t.co/dyvfIPYHlL https://t.co/SNpVSo0rSJ,2017-09-19 06:39:11+00:00,36,0.0,0.0,1.0,0.0
436,@BBC,'Nobody watches TV anymore. So let’s find more ways of doing less of it better.' ? #W1A returns at 10pm on @BBCTwo.… https://t.co/fzl3YXIJg3,2017-09-18 19:32:06+00:00,37,0.0,0.0,1.0,0.0
437,@BBC,"Exciting news! @MichaelSheen and #DavidTennant have begun filming for #GoodOmens, coming soon to @BBCTwo. ?… https://t.co/uMgJHGeGnx",2017-09-18 18:03:04+00:00,38,0.5411,0.189,0.811,0.0
438,@BBC,"? @BBCRadio2 to host a spectacular soul, funk &amp; disco party on Saturday 30 September at @O2ApolloManc. ?… https://t.co/4fpTf4p4VH",2017-09-18 17:30:07+00:00,39,0.4019,0.144,0.856,0.0
439,@BBC,?? Now you can be a master chocolatier! Via @BBCFood. https://t.co/IDg5T81KS0,2017-09-18 17:03:04+00:00,40,0.0,0.0,1.0,0.0
440,@BBC,"Angry swan, 'arrested' by police following 'road rage' incident. ? https://t.co/fQBCOhiq8F https://t.co/RJQ4k6JJos",2017-09-18 16:37:47+00:00,41,-0.7845,0.0,0.566,0.434
441,@BBC,Andy Murray: 'Tennis women make the same sacrifices as men.' ? https://t.co/V0ja8rwr5R https://t.co/NAWSC5NDJV,2017-09-18 16:37:03+00:00,42,0.0,0.0,1.0,0.0
442,@BBC,? Cincinnati Zoo has introduced its first new gorilla since the death of Harambe in 2016. https://t.co/nUfeUHoBEf https://t.co/eTqyz63gXI,2017-09-18 16:17:03+00:00,43,-0.5994,0.0,0.804,0.196
443,@BBC,RT @bbcwritersroom: Screenwriter Stephen Butchard on adapting Ian McEwan's The Child in Time for @BBCOne starring #BenedictCumberbatch http…,2017-09-18 16:16:28+00:00,44,0.0,0.0,1.0,0.0
444,@BBC,RT @BBCSpringwatch: Why have so many Portuguese man-of-war washed up on Cornwall's beaches? Read more from @BBCCornwall ?? https://t.co/pJY…,2017-09-18 16:07:14+00:00,45,0.0,0.0,1.0,0.0
445,@BBC,When you've worked in customer service WAY too long… ? Via @BBCTheSocial. https://t.co/0rbOynj0fz,2017-09-18 16:01:05+00:00,46,0.0,0.0,1.0,0.0
446,@BBC,Cast an eye over the best-dressed stars at this year's #Emmys in LA. ? https://t.co/4CdOzdUzPg https://t.co/DawdnozKzb,2017-09-18 15:54:08+00:00,47,0.0,0.0,1.0,0.0
447,@BBC,"RT @BBCR1: ""The fans are so cool."" 

@MileyCyrus chats to @ClaraAmfo about her love for the UK ??

Watch the full interview ? https://t.co/…",2017-09-18 14:01:54+00:00,48,0.6369,0.16,0.84,0.0
448,@BBC,"RT @bbccomedy: New #W1A tonight, 10pm @BBCTwo! In the mean time, writer and director John Morton blogs about the new series ? https://t.co/…",2017-09-18 13:44:00+00:00,49,0.0,0.0,1.0,0.0
449,@BBC,"RT @bbcmusic: ? Celebrate 25 years of @BBCLater on @BBCiPlayer
We delve into the shows archives to bring you the A-Z of Later
?https://t.co…",2017-09-18 13:43:52+00:00,50,0.5719,0.144,0.856,0.0
450,@BBC,"RT @CBeebiesHQ: John Humphrys as you've never seen him before! ?

Can he keep @GoJetters' Ubercorn in check? ?

? ? ?

@MastermindQuiz

@BB…",2017-09-18 13:43:44+00:00,51,0.0,0.0,1.0,0.0
451,@BBC,?? Handwritten notes &amp; heartfelt posts. Here are 7 heartwarming letters sent from fans to their music heroes. ?… https://t.co/p0W59Am5bb,2017-09-18 12:54:03+00:00,52,0.872,0.382,0.618,0.0
452,@BBC,"RT @BBCR1: That VOICE ?

So good to have @RitaOra perform Your Song in the Live Lounge ?

Listen here ? https://t.co/48RuyAdouO https://t.c…",2017-09-18 12:48:03+00:00,53,0.4927,0.144,0.856,0.0
453,@BBC,"RT @BBCR1: WOAH ?

@RitaOra pays homage to musical icon @Madonna with her take on Like A Virgin ?

#R1LiveLoungeMonth https://t.co/ET7vltwn…",2017-09-18 12:47:22+00:00,54,0.3612,0.128,0.872,0.0
454,@BBC,? A quick rundown of the #Emmys nominees &amp; winners in the major categories. ? https://t.co/5qjL9OuCao https://t.co/oL0jeA126H,2017-09-18 12:30:05+00:00,55,0.4767,0.193,0.807,0.0
455,@BBC,Two new murals by Banksy have appeared in central London. ? https://t.co/EWfzMYls4d https://t.co/s9w8sJRdON,2017-09-18 12:12:03+00:00,56,0.0,0.0,1.0,0.0
456,@BBC,RT @bbcthree: This riddle will reveal if you have a gender bias. https://t.co/4EniYl2xJM,2017-09-18 11:50:42+00:00,57,-0.1027,0.0,0.887,0.113
457,@BBC,What a way to pop the question! A man in Devon surprised his girlfriend by ploughing his proposal into a field. ???… https://t.co/CQlHapCiVu,2017-09-18 11:42:03+00:00,58,0.2942,0.103,0.897,0.0
458,@BBC,RT @BBC_Teach: Did you know Sun 24 September marks 60 years of BBC Schools? Which programmes do you remember from school? Let us know using…,2017-09-18 11:41:30+00:00,59,0.0,0.0,1.0,0.0
459,@BBC,"'I have kleptomania but when it gets bad I take something for it.' ?
Are these the best comedy one-liners ever told… https://t.co/ZBoDvI3v4S",2017-09-18 11:20:04+00:00,60,0.6486,0.285,0.566,0.149
460,@BBC,RT @bbccomedy: It's 26 years this week since Bottom first aired! Saluting @AdrianEdmondson and the much-missed Rik Mayall ?? GAS MAN! GAS M…,2017-09-18 11:05:34+00:00,61,0.0,0.0,1.0,0.0
461,@BBC,19-year-old Swiss skier @AndriRagettli shows off his parkour skills during a training session. Via @BBCNewsbeat. ? https://t.co/qcBpeWDVCZ,2017-09-18 11:01:03+00:00,62,0.0,0.0,1.0,0.0
462,@BBC,"RT @BBCR1: Who's ready for @RitaOra in the Live Lounge? ?

Make sure you're listening at 12pm ? https://t.co/48RuyzVNDg

#R1LiveLoungeMonth…",2017-09-18 10:31:11+00:00,63,0.5859,0.231,0.769,0.0
463,@BBC,"RT @AboutTheBBC: ""Nothing worthwhile is easy"" - John Morton, writer and director of #W1A and #TwentyTwelve blogs about the new series https…",2017-09-18 09:19:15+00:00,64,0.6486,0.218,0.782,0.0
464,@BBC,RT @bbcpress: ? First look at David Tennant and @MichaelSheen in @BBCTwo's #GoodOmens as filming begins: https://t.co/DnJWYqJaZf https://t.…,2017-09-18 09:04:12+00:00,65,0.0,0.0,1.0,0.0
465,@BBC,"'It's been a hell of a journey to get to this point.'
#BattleToTheStartLine, now on @BBCiPlayer.… https://t.co/ELGufLIUHv",2017-09-18 08:51:09+00:00,66,-0.6808,0.0,0.753,0.247
466,@BBC,How Hull became Britain's hotbed of ballet talent. ?? https://t.co/RT1Z6o4EP9 https://t.co/yvSllDdXw9,2017-09-18 07:57:04+00:00,67,0.4215,0.219,0.781,0.0
467,@BBC,"Where does the world of Gilbert &amp; George end, and where does the real world begin? https://t.co/X3eiTBwyjf https://t.co/XTJc17yO6Y",2017-09-18 07:43:03+00:00,68,0.0,0.0,1.0,0.0
468,@BBC,RT @BBCNewsbeat: Donald Glover (aka Childish Gambino) made history at the #Emmys last night. https://t.co/eYH5DrxARb https://t.co/SR9AeC2Rho,2017-09-18 07:17:14+00:00,69,-0.296,0.0,0.872,0.128
469,@BBC,? The mystery of the lost Roman herb. It used to be worth its weight in gold – but no one knows if it still exists.… https://t.co/DXdwXUTwMo,2017-09-18 07:16:03+00:00,70,-0.4588,0.052,0.789,0.159
470,@BBC,"RT @BBCRadio3: ? ? ? For those of you that love the idea of music and nature but don't have a great deal of time to spare.
https://t.co/Hkz…",2017-09-18 07:14:53+00:00,71,-0.4293,0.09,0.758,0.153
471,@BBC,RT @BBCEngland: Two murals by street artist Banksy have appeared in central London https://t.co/8gWBZYCQef https://t.co/6jwoTKMqUz,2017-09-18 07:11:02+00:00,72,0.0,0.0,1.0,0.0
472,@BBC,"RT @bbcdoctorwho: Ready to embark on another week?
#MondayMotivation #DoctorWho https://t.co/iE33olwL7X",2017-09-18 07:10:44+00:00,73,0.3612,0.2,0.8,0.0
473,@BBC,RT @BBCLondonNews: Two murals by street artist Banksy have appeared in central London https://t.co/6Eo3zHNPLE https://t.co/u10j1TLANn,2017-09-18 07:10:25+00:00,74,0.0,0.0,1.0,0.0
474,@BBC,"RT @bbcthesocial: Have ye ever been to HoolieKrankie?

(via @BBCScotland)
https://t.co/qgWJsf8mb7",2017-09-18 07:10:01+00:00,75,0.0,0.0,1.0,0.0
475,@BBC,"RT @BBCOne: ??Good news!??
We're pleased to announce #Strike will return to @BBCOne? next year with #CareerOfEvil. ? https://t.co/xLSICWAmz2",2017-09-18 07:08:49+00:00,76,0.4926,0.158,0.842,0.0
476,@BBC,"Every year, more than 1,000 lives are lost on Peru's mountain roads. ?? Via @BBCEarth. https://t.co/HM2MmKWvvl",2017-09-18 07:01:04+00:00,77,-0.3182,0.0,0.867,0.133
477,@BBC,"Plants perceive the world without eyes, ears or brains. Understanding how can teach us a lot about them. ??… https://t.co/CimLDQhmWQ",2017-09-18 06:37:04+00:00,78,0.0,0.0,1.0,0.0
478,@BBC,"Love, loss and every parent's worst nightmare. ? #TheChildInTime, starring Benedict Cumberbatch, coming soon to… https://t.co/dBZbxUdxFj",2017-09-17 18:34:01+00:00,79,-0.296,0.186,0.531,0.283
479,@BBC,??? Meet the inspirational #InvictusGames competitors on #BattleToTheStartLine. 7:35pm @BBCOne. @KensingtonRoyal.… https://t.co/TENNVywu1d,2017-09-17 18:02:04+00:00,80,0.5106,0.231,0.769,0.0
480,@BBC,?? Super speedy suppers that won't disappoint on the flavour front. ? https://t.co/VCM39TWthv https://t.co/iGibqbYePL,2017-09-17 17:30:05+00:00,81,0.7317,0.359,0.641,0.0
481,@BBC,In the Yukon’s remote mountains is evidence of the Earth’s tumultuous climate swings from millions of years ago. ?… https://t.co/KJWFZrjiEx,2017-09-17 16:30:04+00:00,82,0.0,0.0,1.0,0.0
482,@BBC,'The happiest years I've ever spent were those working in the Women's Land Army.' ?? Via @BBC5Live. https://t.co/6YJLgCdczy,2017-09-17 16:03:04+00:00,83,0.6369,0.198,0.802,0.0
483,@BBC,Why are we willing to pay for bottled water when we can get it out of the tap for free? ? https://t.co/kgqFsC9BJO https://t.co/hXnSTDC60K,2017-09-17 15:00:05+00:00,84,0.4404,0.134,0.81,0.057
484,@BBC,? Tying the knot changes our personalities for better &amp; for worse... https://t.co/Zd91A4jxhC https://t.co/kKSc19PNSZ,2017-09-17 14:30:05+00:00,85,0.4404,0.195,0.805,0.0
485,@BBC,The woman highlighting New Zealand's devastating suicide problem with hundreds of pairs of shoes. ???? Via… https://t.co/RKCwFQO3gM,2017-09-17 14:04:06+00:00,86,-0.91,0.0,0.549,0.451
486,@BBC,?? An oak with royal connections &amp; a mulberry at the centre of a legend are up for the title of Tree of the Year.… https://t.co/HTMtgU0j0G,2017-09-17 13:00:11+00:00,87,0.0,0.0,1.0,0.0
487,@BBC,"Jim Carrey calls NY Fashion Week 'meaningless' in bizarre interview. 
https://t.co/pGJqjNwiUY https://t.co/OQcuHgAWS0",2017-09-17 12:33:04+00:00,88,-0.3182,0.0,0.827,0.173
488,@BBC,"Introducing Samantha, a robot with a human-like brain and the ability to 'feel emotion'. ? ? https://t.co/VuEwDBgDGh https://t.co/DwlKyINmZf",2017-09-17 11:57:03+00:00,89,0.3182,0.15,0.85,0.0
489,@BBC,??Because nothing stands in the way of the 18th hole. https://t.co/2LI00ZAKpg https://t.co/B4wDXMmoaL,2017-09-17 11:34:03+00:00,90,0.0,0.0,1.0,0.0
490,@BBC,Do animals smile? ?? Via @BBCNewsbeat. https://t.co/aPCjhLYU8v,2017-09-17 11:03:06+00:00,91,0.3612,0.294,0.706,0.0
491,@BBC,The problem for the world’s most expensive spice. ? https://t.co/ee9i4REECD https://t.co/uPq1l8fKFj,2017-09-17 10:28:03+00:00,92,-0.4019,0.0,0.769,0.231
492,@BBC,Gifs seem brightly millennial – so it might come as a surprise that the they actually turned 30 this year. ?… https://t.co/dJtgbyPOxl,2017-09-17 10:01:06+00:00,93,0.5574,0.204,0.796,0.0
493,@BBC,? Seven of your biggest grammar bugbears sorted. ? https://t.co/L1jyOMTvCO https://t.co/mVM1klwQRQ,2017-09-17 09:30:06+00:00,94,0.0,0.0,1.0,0.0
494,@BBC,"RT @BBCArchive: #OTD 1948: Hard-as-nails men, in skirts, throwing tree trunks? It can only be the Braemar Games, which celebrated its Royal…",2017-09-17 09:09:31+00:00,95,0.5719,0.15,0.85,0.0
495,@BBC,"RT @BBCMOTD: What a weekend of #PremierLeague action we've had so far! ? 

Watch #MOTD2 Extra @BBCTwo &amp; @5liveSport 12:15 BST. https://t.co…",2017-09-17 09:09:14+00:00,96,0.0,0.0,1.0,0.0
496,@BBC,"RT @bbcgetinspired: Coach?
Kit collector?
Volunteer?

Let @campbelldarren tell you all about nominating your #BBCUnsungHero https://t.co/yj…",2017-09-17 09:08:49+00:00,97,0.0,0.0,1.0,0.0
497,@BBC,?? Why do storms have names and who gets to decide them? https://t.co/SiGfkdl3We https://t.co/1FYOfYvfs5,2017-09-17 09:00:09+00:00,98,0.0,0.0,1.0,0.0
498,@BBC,"What reefs should look like. ??? 
#TribesPredatorsAndMe via @BBCEarth &amp; @BBCTwo. https://t.co/cMiuqniCef",2017-09-17 08:30:02+00:00,99,0.3612,0.185,0.815,0.0
499,@BBC,Cheeselog? Chisel Bob? Chuggy pig? What do you call woodlice? This map reveals how the answer differs across the UK… https://t.co/qq0upjaG1k,2017-09-17 07:37:03+00:00,100,0.0,0.0,1.0,0.0
